NAMA DEBITUR,EVENT TIME,STATUS UPSELLING,JENIS KELAMIN,USIA,STATUS PERNIKAHAN,JUMLAH TANGGUNGAN,STATUS TEMPAT TINGGAL,PENDIDIKAN,WILAYAH,JENIS PEKERJAAN,LAMA BEKERJA, PENGHASILAN ,DBR,JK WAKTU KREDIT/ BLN,LIMIT KREDIT,KUALITAS KREDIT
A183712,60,NEW,LAKI LAKI,42,MENIKAH,2,Milik Orang Tua,S1,Bandung,Pegawai swasta,10,4075460,20%,60,32500000,LANCAR
A262034,60,NEW,LAKI LAKI,42,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,3,3020482,27%,60,27100000,LANCAR
A248491,60,NEW,LAKI LAKI,37,MENIKAH,1,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,2,17666668,15%,60,106000000,MACET
A180086,36,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Bandung,Pegawai swasta,2,3358500,53%,36,35000000,LANCAR
A75481,36,NEW,PEREMPUAN,43,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,2,3139588,60%,36,11500000,LANCAR
A57839,24,NEW,LAKI LAKI,41,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,2,2727667,19%,24,10000000,LANCAR
A57895,120,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,7,13728400,39%,120,295000000,LANCAR
A296974,17,TOP,LAKI LAKI,36,MENIKAH,3,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,6,5014378,41%,24,50000000,LANCAR
A115349,24,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,3,6903536,27%,24,40000000,LANCAR
A187599,36,NEW,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,SMA,Semarang,Pegawai swasta,23,2450000,37%,36,25000000,LANCAR
A181708,36,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,1,2253748,32%,36,20000000,LANCAR
A145869,36,NEW,PEREMPUAN,34,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,13,3250000,29%,36,22500000,LANCAR
A242886,24,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Rumah Dinas,SMA,Jayapura,Pegawai swasta,2,7165467,26%,24,21000000,LANCAR
A225592,36,NEW,LAKI LAKI,40,MENIKAH,4,Milik Orang Tua,SMA,Surabaya,PNS,12,2907700,38%,36,30000000,LANCAR
A199476,24,NEW,LAKI LAKI,49,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,4,3559554,57%,24,40000000,LANCAR
A189096,48,NEW,PEREMPUAN,39,MENIKAH,0,Milik Orang Tua,S2/S3,Semarang,PNS,10,2956400,20%,48,20000000,LANCAR
A118256,24,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,3,6629343,39%,24,35000000,LANCAR
A166311,36,NEW,PEREMPUAN,26,TIDAK MENIKAH,0,Sewa,DIPLOMA,Bandung,Pegawai BUMN,3,3044145,60%,36,49000000,LANCAR
A281249,33,TOP,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,SMA,Palembang,Pegawai swasta,3,10260833,45%,84,276100000,LANCAR
A11197,60,NEW,PEREMPUAN,50,MENIKAH,0,Milik Sendiri,DIPLOMA,Medan,Pegawai BUMN,25,3917116,33%,60,50000000,LANCAR
A6773,36,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Rumah Dinas,SMA,Medan,Pegawai swasta,2,4170413,36%,36,33000000,LANCAR
A328929,7,TOP,LAKI LAKI,47,MENIKAH,8,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,23,4309268,43%,78,72000000,LANCAR
A280931,33,TOP,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,S1,Palembang,Pegawai swasta,7,4410853,9%,60,23500000,LANCAR
A283274,7,TOP,LAKI LAKI,26,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jakarta 3,Pegawai swasta,1,5420337,27%,120,244000000,LANCAR
A166371,96,NEW,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,DIPLOMA,Bandung,Pegawai BUMN,1,11199327,21%,96,120000000,LANCAR
A166691,36,NEW,PEREMPUAN,28,MENIKAH,1,Milik Orang Tua,SMA,Bandung,Pegawai swasta,3,2830315,20%,36,15000000,LANCAR
A46688,120,NEW,LAKI LAKI,43,MENIKAH,3,Milik Orang Tua,S1,Jakarta 3,Pegawai BUMN,14,8563192,45%,120,309100000,LANCAR
A281994,8,TOP,PEREMPUAN,40,TIDAK MENIKAH,0,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,14,3515875,31%,60,48000000,LANCAR
A325426,10,TOP,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 3,Pegawai swasta,4,4379500,28%,60,43400000,LANCAR
A269851,36,NEW,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,SMA,Makassar,Pegawai swasta,18,2882567,20%,36,15000000,LANCAR
A81226,60,NEW,LAKI LAKI,33,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,4,2709393,50%,60,24000000,LANCAR
A234341,96,NEW,LAKI LAKI,46,MENIKAH,3,Rumah Dinas,DIPLOMA,Makassar,Pegawai BUMN,5,20010604,32%,96,150000000,LANCAR
A130054,36,NEW,LAKI LAKI,33,MENIKAH,2,Milik Orang Tua,DIPLOMA,Jakarta 5,Pegawai swasta,1,8679263,12%,36,26000000,LANCAR
A283893,10,TOP,PEREMPUAN,25,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 3,Pegawai BUMN,4,11329040,60%,96,330000000,LANCAR
A266821,60,NEW,LAKI LAKI,40,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,5,2910241,44%,60,45000000,LANCAR
A11855,60,NEW,LAKI LAKI,31,MENIKAH,2,Rumah Dinas,S1,Medan,Pegawai swasta,3,5819000,23%,60,39000000,LANCAR
A251738,36,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Rumah Dinas,SMA,Palembang,Pegawai swasta,2,2448961,48%,36,20000000,MACET
A175634,96,NEW,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,SMA,Bandung,Pegawai swasta,16,3288992,47%,96,65000000,LANCAR
A16184,24,NEW,LAKI LAKI,48,MENIKAH,2,Rumah Dinas,S1,Medan,Pegawai swasta,15,9840820,10%,24,20000000,LANCAR
A138550,96,NEW,LAKI LAKI,29,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,7,3800829,49%,96,95000000,LANCAR
A33894,36,NEW,LAKI LAKI,53,MENIKAH,2,Milik Sendiri,S1,Palembang,Pegawai swasta,3,5814100,29%,36,40000000,LANCAR
A327461,9,TOP,LAKI LAKI,50,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai BUMN,24,5069780,13%,108,62000000,LANCAR
A163980,72,NEW,LAKI LAKI,34,TIDAK MENIKAH,0,Milik Sendiri,SMA,Bandung,Pegawai swasta,9,7343887,31%,72,100000000,LANCAR
A292285,19,TOP,LAKI LAKI,30,MENIKAH,2,Milik Sendiri,S1,Jakarta 4,PNS,6,6393548,47%,48,105000000,LANCAR
A330544,7,TOP,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,1,10947293,48%,96,212000000,LANCAR
A93006,24,NEW,PEREMPUAN,47,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 4,Pegawai swasta,3,3524406,34%,24,24000000,LANCAR
A291505,31,TOP,LAKI LAKI,50,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,24,5031826,34%,36,73000000,LANCAR
A149079,60,NEW,PEREMPUAN,52,MENIKAH,2,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,23,12091450,21%,60,100000000,LANCAR
A97434,36,NEW,LAKI LAKI,42,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 4,Pegawai swasta,10,4442500,34%,36,35000000,LANCAR
A140450,48,NEW,LAKI LAKI,43,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,20,14500000,22%,48,110000000,LANCAR
A77342,36,NEW,PEREMPUAN,31,MENIKAH,0,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,1,4325000,22%,36,15000000,LANCAR
A295424,7,TOP,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,5,6593434,33%,42,57000000,LANCAR
A305158,31,TOP,LAKI LAKI,45,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,22,8234080,31%,120,168000000,LANCAR
A105881,24,NEW,LAKI LAKI,31,MENIKAH,2,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,4,4127650,50%,24,24000000,LANCAR
A5821,42,NEW,LAKI LAKI,34,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,6,4009586,51%,42,35000000,LANCAR
A243640,60,NEW,LAKI LAKI,38,MENIKAH,0,Rumah Dinas,S1,Jayapura,Pegawai swasta,12,13440961,14%,60,75000000,LANCAR
A133819,120,NEW,LAKI LAKI,33,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,7,6000000,30%,120,139000000,LANCAR
A233868,24,NEW,PEREMPUAN,52,MENIKAH,3,Milik Sendiri,S2/S3,Makassar,Pegawai swasta,21,10250000,39%,24,50000000,LANCAR
A83965,120,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,10,3236868,60%,120,130000000,LANCAR
A116916,24,NEW,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,DIPLOMA,Balikpapan,Pegawai swasta,5,5522192,22%,24,25000000,LANCAR
A208598,36,NEW,LAKI LAKI,42,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,18,4721580,28%,36,35000000,LANCAR
A105160,24,NEW,LAKI LAKI,30,MENIKAH,1,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,4173533,45%,24,20000000,LANCAR
A324723,11,TOP,LAKI LAKI,38,MENIKAH,2,Rumah Dinas,SMA,Jayapura,Pegawai swasta,4,5654441,40%,30,50000000,LANCAR
A90480,108,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,3,3222000,46%,108,70000000,LANCAR
A200956,96,NEW,LAKI LAKI,35,MENIKAH,0,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,2,3900000,48%,96,100000000,LANCAR
A279685,27,TOP,LAKI LAKI,29,MENIKAH,0,Milik Orang Tua,SMA,Palembang,Pegawai swasta,4,4944276,39%,120,173800000,LANCAR
A32507,48,NEW,LAKI LAKI,52,MENIKAH,3,Rumah Dinas,SMA,Palembang,Pegawai swasta,16,3126855,40%,48,28000000,LANCAR
A316737,23,TOP,LAKI LAKI,34,MENIKAH,2,Milik Orang Tua,S1,Surabaya,Pegawai BUMN,6,4255702,41%,120,217600000,LANCAR
A183053,96,NEW,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,12,11552967,34%,96,200000000,LANCAR
A301242,14,TOP,LAKI LAKI,29,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,6,4863780,14%,36,22500000,LANCAR
A192081,60,NEW,LAKI LAKI,36,MENIKAH,1,Milik Sendiri,S1,Semarang,Pegawai swasta,3,2975000,43%,60,50000000,LANCAR
A129866,36,NEW,LAKI LAKI,48,MENIKAH,4,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,11,23000000,6%,36,40000000,LANCAR
A289312,14,TOP,LAKI LAKI,46,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,16,4633871,13%,84,95000000,LANCAR
A101875,48,NEW,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,8,6768199,23%,48,50000000,LANCAR
A165799,36,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Sewa,SMA,Bandung,Pegawai swasta,2,3557697,26%,36,25000000,LANCAR
A179150,36,NEW,LAKI LAKI,48,MENIKAH,1,Milik Orang Tua,SMA,Bandung,Pegawai swasta,8,2044361,36%,36,10000000,LANCAR
A58309,60,NEW,PEREMPUAN,27,MENIKAH,0,Milik Orang Tua,S1,Jakarta 3,Pegawai swasta,3,4717744,52%,60,100000000,LANCAR
A105607,36,NEW,LAKI LAKI,31,MENIKAH,1,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,2,6923337,34%,36,65000000,LANCAR
A8262,72,NEW,LAKI LAKI,46,MENIKAH,1,Milik Sendiri,DIPLOMA,Medan,Pegawai swasta,4,9463510,38%,72,160000000,LANCAR
A110927,24,NEW,LAKI LAKI,42,MENIKAH,2,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,18,3013882,34%,24,17500000,LANCAR
A183416,36,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Sewa,SMA,Bandung,Pegawai swasta,3,2513707,44%,36,27000000,LANCAR
A214479,60,NEW,LAKI LAKI,40,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,17,2806333,37%,60,30000000,LANCAR
A111396,24,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,4,5432000,28%,24,30000000,LANCAR
A37440,60,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Sewa,SMA,Palembang,Pegawai BUMN,1,4256158,59%,60,100000000,LANCAR
A103337,24,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,S1,Balikpapan,Pegawai swasta,1,6869129,34%,24,40000000,LANCAR
A308283,20,TOP,LAKI LAKI,54,MENIKAH,4,Milik Orang Tua,SMA,Bandung,PNS,30,6913169,14%,72,45000000,LANCAR
A237219,36,NEW,LAKI LAKI,38,MENIKAH,1,Sewa,S1,Denpasar,Pegawai swasta,2,5958635,25%,36,38000000,LANCAR
A76127,24,NEW,PEREMPUAN,40,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,17,2560435,29%,24,15000000,LANCAR
A321841,19,TOP,LAKI LAKI,42,MENIKAH,1,Milik Orang Tua,S1,Makassar,Pegawai BUMN,18,3619971,36%,78,113000000,LANCAR
A89850,48,NEW,LAKI LAKI,50,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,10,3250518,29%,48,29000000,LANCAR
A150177,72,NEW,LAKI LAKI,30,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,3,8779392,38%,72,160000000,LANCAR
A194998,72,NEW,PEREMPUAN,29,MENIKAH,1,Sewa,DIPLOMA,Semarang,PNS,5,6420603,35%,72,100000000,LANCAR
A286834,27,TOP,LAKI LAKI,30,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,8,8635747,60%,84,163000000,LANCAR
A33460,36,NEW,PEREMPUAN,35,MENIKAH,0,Milik Sendiri,S1,Palembang,Pegawai BUMN,7,3992404,11%,36,11000000,LANCAR
A119326,84,NEW,LAKI LAKI,48,MENIKAH,1,Rumah Dinas,S1,Balikpapan,Pegawai swasta,8,23075156,22%,84,250000000,LANCAR
A199906,36,NEW,LAKI LAKI,39,MENIKAH,2,Sewa,SMA,Surabaya,Pegawai swasta,8,2273660,41%,36,17500000,LANCAR
A87292,60,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,S1,Jakarta 4,Pegawai swasta,1,4269924,32%,60,38000000,LANCAR
A102769,24,NEW,LAKI LAKI,37,MENIKAH,2,Sewa,SMA,Balikpapan,Pegawai swasta,2,4951467,42%,24,25000000,LANCAR
A261579,36,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Sewa,DIPLOMA,Medan,Pegawai BUMN,6,7325081,49%,36,100000000,LANCAR
A270983,36,NEW,LAKI LAKI,31,MENIKAH,3,Rumah Dinas,SMA,Medan,Pegawai swasta,9,4104987,44%,36,50000000,LANCAR
A219400,36,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,1,2580042,37%,36,10000000,LANCAR
A72808,24,NEW,LAKI LAKI,46,MENIKAH,4,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,16,13718140,19%,24,50000000,LANCAR
A262759,24,NEW,LAKI LAKI,28,MENIKAH,1,Milik Orang Tua,SMA,Palembang,Pegawai swasta,4,3454903,18%,24,12000000,LANCAR
A282896,7,TOP,LAKI LAKI,26,MENIKAH,0,Sewa,SMA,Jakarta 3,Pegawai swasta,3,7059417,33%,96,153500000,LANCAR
A245705,72,NEW,LAKI LAKI,38,MENIKAH,2,Rumah Dinas,SMA,Jayapura,Pegawai swasta,1,12911398,25%,72,150000000,LANCAR
A261352,42,NEW,LAKI LAKI,37,MENIKAH,4,Milik Sendiri,SMA,Medan,Pegawai swasta,3,6032729,28%,42,50000000,LANCAR
A37765,24,NEW,LAKI LAKI,46,MENIKAH,2,Milik Orang Tua,SMA,Palembang,Pegawai swasta,4,4408173,35%,24,9000000,LANCAR
A160485,36,NEW,LAKI LAKI,43,MENIKAH,4,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,3,5977867,29%,36,26500000,LANCAR
A198193,120,NEW,PEREMPUAN,29,MENIKAH,1,Milik Sendiri,S1,Semarang,Pegawai BUMN,6,5257557,31%,120,105000000,LANCAR
A271754,36,NEW,LAKI LAKI,37,MENIKAH,2,Milik Sendiri,DIPLOMA,Bandung,Pegawai BUMN,5,4870633,60%,36,64000000,LANCAR
A223261,24,NEW,LAKI LAKI,33,MENIKAH,2,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,3,3139204,25%,24,10000000,LANCAR
A88918,60,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,1,3039699,49%,60,35000000,LANCAR
A732,120,NEW,LAKI LAKI,41,MENIKAH,0,Milik Sendiri,S2/S3,Medan,Pegawai BUMN,3,7929025,20%,120,242000000,LANCAR
A79680,96,NEW,PEREMPUAN,30,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 4,Pegawai BUMN,4,5244889,56%,96,119000000,LANCAR
A232567,36,NEW,PEREMPUAN,32,TIDAK MENIKAH,0,Milik Orang Tua,S1,Makassar,Pegawai swasta,1,3384047,11%,36,10000000,LANCAR
A232136,24,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Makassar,Pegawai swasta,2,2153867,47%,24,15000000,LANCAR
A25761,60,NEW,PEREMPUAN,24,TIDAK MENIKAH,0,Rumah Dinas,DIPLOMA,Medan,Pegawai swasta,2,4133932,43%,60,70000000,LANCAR
A72763,36,NEW,LAKI LAKI,53,MENIKAH,4,Kredit,SMA,Jakarta 4,Pegawai swasta,24,8291732,23%,36,39500000,LANCAR
A326358,10,TOP,LAKI LAKI,31,TIDAK MENIKAH,0,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,1,4609256,45%,42,59000000,LANCAR
A172279,60,NEW,LAKI LAKI,49,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,15,6769351,19%,60,50000000,LANCAR
A182728,120,NEW,LAKI LAKI,44,MENIKAH,3,Milik Sendiri,S1,Bandung,Pegawai BUMN,20,15531483,26%,120,102000000,LANCAR
A25946,120,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,S1,Medan,Pegawai BUMN,2,7952979,23%,120,110000000,LANCAR
A283684,16,TOP,PEREMPUAN,48,CERAI,1,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai BUMN,25,12090047,60%,84,325000000,LANCAR
A135694,60,NEW,LAKI LAKI,46,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 5,PNS,9,7391000,31%,60,90000000,LANCAR
A48611,36,NEW,LAKI LAKI,33,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,6,2892180,33%,36,10000000,LANCAR
A64262,96,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,4,3236868,60%,96,80000000,LANCAR
A206399,12,NEW,LAKI LAKI,42,MENIKAH,1,Milik Orang Tua,S1,Surabaya,Pegawai swasta,13,4530934,21%,12,10000000,LANCAR
A85434,48,NEW,LAKI LAKI,43,MENIKAH,4,Sewa,DIPLOMA,Jakarta 4,Pegawai swasta,2,5286683,33%,48,60000000,LANCAR
A264813,60,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,7,5064440,58%,60,120000000,LANCAR
A262895,60,NEW,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,SMA,Palembang,Pegawai swasta,9,2484192,42%,60,28000000,LANCAR
A29358,60,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Palembang,Pegawai BUMN,3,3180197,49%,60,60000000,LANCAR
A245986,12,NEW,LAKI LAKI,45,TIDAK MENIKAH,0,Milik Sendiri,DIPLOMA,Jayapura,Pegawai swasta,3,4707855,20%,12,10000000,LANCAR
A316642,7,TOP,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,17,4249075,52%,36,68400000,LANCAR
A123972,12,NEW,PEREMPUAN,54,MENIKAH,2,Milik Sendiri,SMP,Balikpapan,Pegawai swasta,25,3069333,48%,12,9000000,LANCAR
A102398,48,NEW,LAKI LAKI,55,MENIKAH,7,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,25,18940324,30%,48,152000000,LANCAR
A115789,24,NEW,LAKI LAKI,36,MENIKAH,0,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,7,4798160,39%,24,28000000,LANCAR
A198531,48,NEW,LAKI LAKI,29,MENIKAH,1,Milik Orang Tua,SMA,Semarang,Pegawai swasta,2,2583500,36%,48,23200000,LANCAR
A257760,60,NEW,LAKI LAKI,51,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,21,7500000,28%,60,80000000,MACET
A288571,9,TOP,LAKI LAKI,36,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,14,7424573,18%,60,54500000,LANCAR
A231630,96,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Makassar,Pegawai BUMN,4,3662420,53%,96,100000000,LANCAR
A36892,36,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Rumah Dinas,SMA,Palembang,Pegawai BUMN,3,4882039,37%,36,50000000,LANCAR
A93299,96,NEW,LAKI LAKI,31,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 4,Pegawai BUMN,10,3525500,55%,96,90000000,LANCAR
A9863,36,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Sewa,DIPLOMA,Medan,Pegawai swasta,2,4626803,24%,36,30000000,LANCAR
A95691,24,NEW,LAKI LAKI,43,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,6,4556919,21%,24,20000000,LANCAR
A177874,60,NEW,LAKI LAKI,49,MENIKAH,2,Milik Sendiri,S1,Bandung,Pegawai BUMN,16,3705133,18%,60,25000000,LANCAR
A36251,60,NEW,LAKI LAKI,48,MENIKAH,4,Milik Orang Tua,S1,Palembang,PNS,19,7555620,33%,60,100000000,LANCAR
A164414,36,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Bandung,Pegawai swasta,6,2187448,25%,36,15000000,LANCAR
A25992,24,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,S1,Medan,Pegawai swasta,3,3257424,24%,24,15000000,LANCAR
A21253,24,NEW,LAKI LAKI,38,TIDAK MENIKAH,0,Sewa,SMA,Medan,Pegawai swasta,3,5305301,24%,24,25000000,LANCAR
A323608,6,TOP,LAKI LAKI,32,MENIKAH,0,Milik Orang Tua,S1,Denpasar,Pegawai swasta,8,2826440,33%,36,28400000,LANCAR
A85711,36,NEW,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,1,3651767,21%,36,11000000,LANCAR
A49063,24,NEW,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,4,2763033,34%,24,9000000,LANCAR
A165607,60,NEW,LAKI LAKI,48,MENIKAH,4,Rumah Dinas,DIPLOMA,Bandung,Pegawai BUMN,20,10262635,38%,60,160000000,LANCAR
A226864,60,NEW,LAKI LAKI,38,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,4,2977900,51%,60,47000000,LANCAR
A264427,84,NEW,LAKI LAKI,55,MENIKAH,4,Milik Sendiri,S2/S3,Balikpapan,Pegawai swasta,18,23247608,9%,84,100000000,LANCAR
A77167,36,NEW,LAKI LAKI,31,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,3,2539053,45%,36,10000000,LANCAR
A322456,43,TOP,PEREMPUAN,31,MENIKAH,0,Milik Orang Tua,S1,Makassar,Pegawai swasta,4,8798043,42%,96,291000000,LANCAR
A283894,15,TOP,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,12,3363397,60%,96,104000000,LANCAR
A108359,48,NEW,LAKI LAKI,31,MENIKAH,0,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,3,9832212,18%,48,60000000,LANCAR
A203545,96,NEW,LAKI LAKI,40,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,14,3399554,55%,96,75000000,LANCAR
A228699,60,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,2,2794662,15%,60,10500000,LANCAR
A298086,17,TOP,LAKI LAKI,42,CERAI,2,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai BUMN,2,6096000,46%,72,138000000,LANCAR
A90415,96,NEW,LAKI LAKI,35,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,5,2619000,44%,96,60000000,LANCAR
A269459,24,NEW,PEREMPUAN,27,TIDAK MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,1,5148124,40%,24,30000000,LANCAR
A222324,60,NEW,LAKI LAKI,48,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,3,9350000,29%,60,84000000,LANCAR
A72209,36,NEW,LAKI LAKI,58,MENIKAH,3,Milik Sendiri,S2/S3,Jakarta 4,PNS,10,4896000,43%,36,17000000,LANCAR
A115241,24,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,PNS,2,3818853,19%,24,15000000,LANCAR
A122612,24,NEW,LAKI LAKI,50,MENIKAH,3,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,4,3042151,32%,24,20000000,LANCAR
A95311,36,NEW,LAKI LAKI,41,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,10,7400000,15%,36,30000000,LANCAR
A274323,13,TOP,PEREMPUAN,37,MENIKAH,0,Milik Orang Tua,DIPLOMA,Medan,Pegawai swasta,14,3346293,32%,60,32000000,LANCAR
